city,timestamp,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
Delhi,2025-11-21 13:00:00+00:00,188.6,191.4,1210.0,120.9,69.9,81.0,227
Delhi,2025-11-21 14:00:00+00:00,210.5,213.7,1325.0,127.7,77.7,57.0,227
Delhi,2025-11-21 15:00:00+00:00,223.5,226.8,1452.0,129.8,81.7,40.0,227
Delhi,2025-11-21 16:00:00+00:00,226.8,230.0,1611.0,123.2,78.5,37.0,227
Delhi,2025-11-21 17:00:00+00:00,223.5,226.8,1783.0,111.9,71.6,41.0,228
Delhi,2025-11-21 18:00:00+00:00,219.3,222.6,1925.0,101.9,65.2,44.0,228
Delhi,2025-11-21 19:00:00+00:00,215.6,218.9,2027.0,94.7,60.2,43.0,228
Delhi,2025-11-21 20:00:00+00:00,215.1,218.4,2099.0,88.9,55.8,42.0,228
Delhi,2025-11-21 21:00:00+00:00,217.5,221.2,2125.0,85.7,53.7,40.0,228
Delhi,2025-11-21 22:00:00+00:00,220.7,224.4,2038.0,86.4,55.0,37.0,228
Delhi,2025-11-21 23:00:00+00:00,223.1,226.3,1905.0,89.7,58.6,33.0,228
Delhi,2025-11-22 00:00:00+00:00,208.6,211.9,1908.0,77.8,51.4,37.0,228
Delhi,2025-11-22 01:00:00+00:00,220.3,223.1,2270.0,86.0,57.9,32.0,228
Delhi,2025-11-22 02:00:00+00:00,237.0,240.3,2768.0,96.3,66.8,27.0,228
Delhi,2025-11-22 03:00:00+00:00,241.2,243.1,2919.0,96.7,73.7,41.0,229
Delhi,2025-11-22 04:00:00+00:00,210.5,212.8,2374.0,77.8,77.6,92.0,231
Delhi,2025-11-22 05:00:00+00:00,168.1,170.9,1483.0,49.0,79.4,161.0,232
Delhi,2025-11-22 06:00:00+00:00,134.6,137.8,807.0,26.2,77.1,210.0,233
Delhi,2025-11-22 07:00:00+00:00,117.3,121.1,583.0,13.9,67.4,223.0,234
Delhi,2025-11-22 08:00:00+00:00,106.2,110.6,575.0,7.6,53.5,216.0,235
Delhi,2025-11-22 09:00:00+00:00,98.3,102.9,635.0,9.8,43.3,199.0,236
Delhi,2025-11-22 10:00:00+00:00,94.1,98.5,718.0,25.6,40.2,170.0,236
Delhi,2025-11-22 11:00:00+00:00,102.9,106.4,869.0,49.8,40.8,131.0,236
Delhi,2025-11-22 12:00:00+00:00,151.3,156.5,1071.0,83.0,48.8,88.0,236
Delhi,2025-11-22 13:00:00+00:00,173.2,177.9,1382.0,88.9,53.3,71.0,236
Delhi,2025-11-22 14:00:00+00:00,191.4,196.0,1744.0,96.7,59.3,48.0,235
Delhi,2025-11-22 15:00:00+00:00,204.4,208.6,1970.0,100.9,63.0,30.0,235
Delhi,2025-11-22 16:00:00+00:00,212.3,216.1,1948.0,98.7,62.7,23.0,234
Delhi,2025-11-22 17:00:00+00:00,216.1,219.3,1790.0,92.9,60.1,21.0,233
Delhi,2025-11-22 18:00:00+00:00,214.2,217.5,1637.0,86.0,56.2,22.0,233
Delhi,2025-11-22 19:00:00+00:00,207.7,210.5,1523.0,78.2,50.2,25.0,233
Delhi,2025-11-22 20:00:00+00:00,197.9,200.2,1414.0,69.2,42.8,29.0,232
Delhi,2025-11-22 21:00:00+00:00,186.7,188.6,1353.0,61.0,37.2,34.0,232
Delhi,2025-11-22 22:00:00+00:00,176.5,178.3,1329.0,52.7,33.9,38.0,230
Delhi,2025-11-22 23:00:00+00:00,170.4,172.3,1353.0,45.2,32.3,42.0,228
Delhi,2025-11-23 00:00:00+00:00,208.2,210.5,1501.0,65.6,44.4,16.0,226
Delhi,2025-11-23 01:00:00+00:00,220.7,223.5,1952.0,70.7,50.4,12.0,226
Delhi,2025-11-23 02:00:00+00:00,242.1,244.9,2528.0,77.2,58.6,10.0,226
Delhi,2025-11-23 03:00:00+00:00,247.7,249.6,2767.0,77.5,65.5,24.0,226
Delhi,2025-11-23 04:00:00+00:00,209.5,211.4,2354.0,66.2,70.3,72.0,227
Delhi,2025-11-23 05:00:00+00:00,170.0,172.3,1605.0,48.6,73.6,138.0,227
Delhi,2025-11-23 06:00:00+00:00,137.4,139.7,1005.0,33.7,73.6,187.0,227
Delhi,2025-11-23 07:00:00+00:00,128.5,131.3,730.0,22.3,68.1,209.0,227
Delhi,2025-11-23 08:00:00+00:00,117.8,121.1,604.0,13.5,59.4,214.0,227
Delhi,2025-11-23 09:00:00+00:00,104.3,107.6,581.0,13.2,52.1,206.0,228
Delhi,2025-11-23 10:00:00+00:00,96.9,99.9,674.0,28.0,48.1,178.0,228
Delhi,2025-11-23 11:00:00+00:00,104.3,106.6,870.0,51.3,45.6,137.0,228
Delhi,2025-11-23 12:00:00+00:00,154.1,156.9,1083.0,73.5,50.0,99.0,228
Delhi,2025-11-23 13:00:00+00:00,168.1,170.9,1314.0,76.6,50.8,84.0,228
Delhi,2025-11-23 14:00:00+00:00,174.6,177.0,1561.0,80.5,51.7,62.0,228
Delhi,2025-11-23 15:00:00+00:00,181.1,183.5,1740.0,82.0,51.6,46.0,227
Delhi,2025-11-23 16:00:00+00:00,187.2,189.1,1802.0,79.1,49.6,39.0,226
Delhi,2025-11-23 17:00:00+00:00,189.5,191.9,1796.0,73.7,46.5,37.0,225
Delhi,2025-11-23 18:00:00+00:00,186.7,189.1,1774.0,67.6,43.2,37.0,224
Delhi,2025-11-23 19:00:00+00:00,180.7,183.0,1759.0,60.5,39.4,39.0,223
Delhi,2025-11-23 20:00:00+00:00,174.6,177.4,1728.0,52.6,35.3,43.0,222
Delhi,2025-11-23 21:00:00+00:00,170.9,173.7,1674.0,46.5,32.4,45.0,221
Delhi,2025-11-23 22:00:00+00:00,168.1,170.9,1538.0,42.9,30.9,44.0,220
Delhi,2025-11-23 23:00:00+00:00,166.2,169.0,1378.0,41.2,30.5,41.0,220
Delhi,2025-11-24 00:00:00+00:00,175.6,178.3,1358.0,41.9,34.7,36.0,220
Delhi,2025-11-24 01:00:00+00:00,181.1,183.9,1660.0,48.6,38.7,30.0,219
Delhi,2025-11-24 02:00:00+00:00,196.0,198.8,2101.0,57.2,44.2,25.0,217
Delhi,2025-11-24 03:00:00+00:00,195.1,197.0,2297.0,59.4,49.0,37.0,215
Delhi,2025-11-24 04:00:00+00:00,171.4,173.2,2002.0,49.2,52.4,84.0,213
Delhi,2025-11-24 05:00:00+00:00,133.2,135.0,1462.0,32.6,55.0,149.0,211
Delhi,2025-11-24 06:00:00+00:00,97.3,99.0,1028.0,19.5,56.0,198.0,210
Delhi,2025-11-24 07:00:00+00:00,79.4,80.8,824.0,12.3,54.6,221.0,208
Delhi,2025-11-24 08:00:00+00:00,72.6,74.0,726.0,8.6,51.8,228.0,206
Delhi,2025-11-24 09:00:00+00:00,68.9,70.3,710.0,11.4,49.3,222.0,204
Delhi,2025-11-24 10:00:00+00:00,65.7,67.1,779.0,24.6,47.3,199.0,203
Delhi,2025-11-24 11:00:00+00:00,68.5,69.4,931.0,44.3,45.8,162.0,201
Delhi,2025-11-24 12:00:00+00:00,87.1,88.5,1131.0,61.4,47.7,125.0,200
Delhi,2025-11-24 13:00:00+00:00,100.8,102.0,1436.0,69.3,49.6,105.0,198
Delhi,2025-11-24 14:00:00+00:00,112.5,113.9,1790.0,80.1,52.3,76.0,197
Delhi,2025-11-24 15:00:00+00:00,123.4,124.8,1990.0,86.8,53.9,54.0,196
Delhi,2025-11-24 16:00:00+00:00,133.2,134.6,1914.0,86.2,54.2,43.0,194
Delhi,2025-11-24 17:00:00+00:00,139.7,141.1,1685.0,81.6,53.4,38.0,193
Delhi,2025-11-24 18:00:00+00:00,139.2,140.2,1468.0,75.6,51.0,36.0,192
Delhi,2025-11-24 19:00:00+00:00,131.3,132.2,1307.0,68.4,45.5,37.0,191
Delhi,2025-11-24 20:00:00+00:00,123.9,124.8,1159.0,59.9,38.4,40.0,190
Delhi,2025-11-24 21:00:00+00:00,118.7,119.7,1060.0,52.3,32.8,43.0,189
Delhi,2025-11-24 22:00:00+00:00,115.9,117.1,1006.0,45.8,30.0,44.0,188
Delhi,2025-11-24 23:00:00+00:00,114.8,115.7,1001.0,40.2,28.8,44.0,187
Delhi,2025-11-25 00:00:00+00:00,116.2,117.3,1101.0,35.6,28.7,41.0,185
Delhi,2025-11-25 01:00:00+00:00,123.4,124.3,1437.0,39.9,31.0,37.0,184
Delhi,2025-11-25 02:00:00+00:00,132.7,133.6,1878.0,45.5,34.4,33.0,183
Delhi,2025-11-25 03:00:00+00:00,126.2,126.7,2081.0,46.4,37.4,45.0,181
Delhi,2025-11-25 04:00:00+00:00,115.0,115.5,1820.0,38.4,40.1,86.0,180
Delhi,2025-11-25 05:00:00+00:00,96.4,97.1,1322.0,25.8,42.6,143.0,179
Delhi,2025-11-25 06:00:00+00:00,71.7,72.4,928.0,15.9,43.7,186.0,178
Delhi,2025-11-25 07:00:00+00:00,54.8,55.5,761.0,10.1,42.4,206.0,177
Delhi,2025-11-25 08:00:00+00:00,49.2,49.9,697.0,7.0,39.9,212.0,177
Delhi,2025-11-25 09:00:00+00:00,48.0,48.8,707.0,9.6,38.1,207.0,176
Delhi,2025-11-25 10:00:00+00:00,47.8,48.8,806.0,21.3,37.9,187.0,176
Delhi,2025-11-25 11:00:00+00:00,51.0,51.7,979.0,38.7,38.6,155.0,175
Delhi,2025-11-25 12:00:00+00:00,65.7,66.1,1151.0,51.4,38.5,119.0,175
Delhi,2025-11-25 13:00:00+00:00,81.0,81.5,1321.0,58.1,40.0,101.0,175
Delhi,2025-11-25 14:00:00+00:00,89.9,90.3,1491.0,66.9,42.0,76.0,174
Delhi,2025-11-25 15:00:00+00:00,92.9,93.1,1587.0,70.7,42.6,58.0,174
Delhi,2025-11-25 16:00:00+00:00,92.2,92.7,1562.0,65.3,40.8,54.0,173
Delhi,2025-11-25 17:00:00+00:00,92.0,92.4,1464.0,54.9,37.8,57.0,172
Delhi,2025-11-25 18:00:00+00:00,90.3,90.8,1360.0,45.2,34.8,61.0,171
Delhi,2025-11-25 19:00:00+00:00,88.2,88.5,1258.0,37.8,32.3,63.0,170
Delhi,2025-11-25 20:00:00+00:00,87.8,88.0,1151.0,31.1,29.9,65.0,169
Delhi,2025-11-25 21:00:00+00:00,88.5,88.9,1082.0,26.3,28.2,66.0,168
Delhi,2025-11-25 22:00:00+00:00,89.4,90.1,1042.0,23.2,27.3,65.0,168
Delhi,2025-11-25 23:00:00+00:00,91.0,91.5,1040.0,21.9,27.1,64.0,167
Delhi,2025-11-26 00:00:00+00:00,97.1,97.8,1153.0,24.6,28.5,58.0,166
Delhi,2025-11-26 01:00:00+00:00,105.7,106.4,1526.0,33.7,32.3,47.0,166
Delhi,2025-11-26 02:00:00+00:00,123.4,124.3,2013.0,45.8,37.6,35.0,166
Delhi,2025-11-26 03:00:00+00:00,129.9,130.9,2249.0,51.4,42.5,40.0,165
Delhi,2025-11-26 04:00:00+00:00,122.0,122.5,1994.0,44.5,46.5,79.0,166
Delhi,2025-11-26 05:00:00+00:00,110.4,111.3,1487.0,31.1,50.1,136.0,166
Delhi,2025-11-26 06:00:00+00:00,93.6,94.8,1082.0,20.4,52.5,180.0,166
Delhi,2025-11-26 07:00:00+00:00,70.3,71.5,910.0,13.7,53.1,201.0,166
Delhi,2025-11-26 08:00:00+00:00,61.5,62.9,840.0,9.7,52.5,210.0,167
Delhi,2025-11-26 09:00:00+00:00,60.1,61.7,834.0,13.6,52.3,205.0,167
Delhi,2025-11-26 10:00:00+00:00,59.5,61.0,901.0,30.8,52.5,181.0,167
Delhi,2025-11-26 11:00:00+00:00,67.1,68.2,1033.0,55.9,53.0,143.0,168
Delhi,2025-11-26 12:00:00+00:00,84.5,85.9,1164.0,76.0,56.4,108.0,168
Delhi,2025-11-26 13:00:00+00:00,109.7,111.1,1261.0,85.7,60.6,87.0,168
Delhi,2025-11-26 14:00:00+00:00,131.3,132.2,1358.0,99.1,66.6,57.0,169
Delhi,2025-11-26 15:00:00+00:00,149.0,150.4,1488.0,108.8,72.6,34.0,170
Delhi,2025-11-26 16:00:00+00:00,166.2,167.6,1691.0,111.4,78.5,23.0,171
Delhi,2025-11-26 17:00:00+00:00,183.5,184.4,1926.0,110.4,84.3,19.0,173
Delhi,2025-11-26 18:00:00+00:00,195.1,196.5,2110.0,109.1,88.3,16.0,175
Delhi,2025-11-26 19:00:00+00:00,198.8,200.2,2191.0,109.0,90.0,14.0,177
Delhi,2025-11-26 20:00:00+00:00,198.4,199.8,2221.0,108.5,89.8,14.0,179
Delhi,2025-11-26 21:00:00+00:00,196.0,197.4,2266.0,106.5,87.9,14.0,182
Delhi,2025-11-26 22:00:00+00:00,191.9,193.2,2318.0,101.8,83.1,12.0,184
Delhi,2025-11-26 23:00:00+00:00,189.5,190.9,2386.0,95.6,76.5,10.0,186
Delhi,2025-11-27 00:00:00+00:00,185.8,186.7,2566.0,84.9,55.6,8.0,189
Delhi,2025-11-27 01:00:00+00:00,187.2,188.1,3080.0,85.3,53.8,11.0,191
Delhi,2025-11-27 02:00:00+00:00,194.2,194.6,3707.0,85.1,51.6,17.0,192
Delhi,2025-11-27 03:00:00+00:00,179.7,180.2,3878.0,79.4,51.2,36.0,194
Delhi,2025-11-27 04:00:00+00:00,140.2,140.6,3154.0,62.6,54.6,82.0,195
Delhi,2025-11-27 05:00:00+00:00,98.3,99.0,1973.0,40.3,60.0,142.0,195
Delhi,2025-11-27 06:00:00+00:00,67.3,68.2,1083.0,23.9,63.9,186.0,195
Delhi,2025-11-27 07:00:00+00:00,56.0,56.9,799.0,16.9,64.7,202.0,195
Delhi,2025-11-27 08:00:00+00:00,50.4,51.5,805.0,15.8,64.1,202.0,194
Delhi,2025-11-27 09:00:00+00:00,47.7,48.9,902.0,22.1,63.6,191.0,194
Delhi,2025-11-27 10:00:00+00:00,46.8,48.1,1077.0,40.2,63.6,165.0,194
Delhi,2025-11-27 11:00:00+00:00,51.1,52.3,1342.0,65.6,63.6,128.0,193
Delhi,2025-11-27 12:00:00+00:00,103.6,106.4,1535.0,90.4,65.0,93.0,193
Delhi,2025-11-27 13:00:00+00:00,129.9,132.7,1574.0,97.9,68.3,74.0,194
Delhi,2025-11-27 14:00:00+00:00,147.6,149.9,1542.0,107.8,72.5,47.0,194
Delhi,2025-11-27 15:00:00+00:00,157.4,159.3,1524.0,112.7,73.4,28.0,194
Delhi,2025-11-27 16:00:00+00:00,159.3,161.1,1572.0,108.5,68.3,24.0,195
Delhi,2025-11-27 17:00:00+00:00,154.6,156.5,1635.0,99.3,59.8,27.0,194
Delhi,2025-11-27 18:00:00+00:00,142.5,143.9,1648.0,89.3,51.7,32.0,194
Delhi,2025-11-27 19:00:00+00:00,129.5,130.9,1564.0,79.7,44.7,37.0,193
Delhi,2025-11-27 20:00:00+00:00,122.0,123.4,1430.0,69.3,38.1,44.0,191
Delhi,2025-11-27 21:00:00+00:00,117.1,118.3,1325.0,59.2,33.1,50.0,189
Delhi,2025-11-27 22:00:00+00:00,113.4,114.6,1246.0,48.2,30.3,56.0,188
Delhi,2025-11-27 23:00:00+00:00,110.4,111.3,1195.0,37.4,29.2,62.0,186
Delhi,2025-11-28 00:00:00+00:00,101.3,102.2,1265.0,22.3,27.9,79.0,184
Delhi,2025-11-28 01:00:00+00:00,105.5,106.2,1605.0,30.7,31.0,69.0,182
Delhi,2025-11-28 02:00:00+00:00,115.9,116.6,2065.0,41.8,35.4,56.0,181
Delhi,2025-11-28 03:00:00+00:00,115.7,116.4,2282.0,46.9,39.6,59.0,179
Delhi,2025-11-28 04:00:00+00:00,107.6,108.0,2024.0,40.1,43.8,92.0,177
Delhi,2025-11-28 05:00:00+00:00,86.1,86.8,1523.0,27.2,47.8,140.0,177
Delhi,2025-11-28 06:00:00+00:00,60.1,61.2,1108.0,17.2,49.7,175.0,176
Delhi,2025-11-28 07:00:00+00:00,46.9,48.8,890.0,12.6,47.7,184.0,176
Delhi,2025-11-28 08:00:00+00:00,42.7,44.8,758.0,10.9,43.5,179.0,176
Delhi,2025-11-28 09:00:00+00:00,40.5,42.7,709.0,13.3,40.4,167.0,176
Delhi,2025-11-28 10:00:00+00:00,40.3,42.3,775.0,22.7,39.8,146.0,176
Delhi,2025-11-28 11:00:00+00:00,42.7,44.5,925.0,36.2,40.3,119.0,176
Delhi,2025-11-28 12:00:00+00:00,61.5,63.1,1059.0,53.4,46.1,91.0,175
Delhi,2025-11-28 13:00:00+00:00,68.7,70.1,1152.0,53.5,44.6,82.0,175
Delhi,2025-11-28 14:00:00+00:00,69.4,70.5,1230.0,53.4,42.3,69.0,173
Delhi,2025-11-28 15:00:00+00:00,68.7,69.6,1271.0,51.6,39.4,59.0,171
Delhi,2025-11-28 16:00:00+00:00,67.5,68.5,1257.0,47.0,35.4,56.0,170
Delhi,2025-11-28 17:00:00+00:00,66.6,67.8,1205.0,40.7,30.9,57.0,168
Delhi,2025-11-28 18:00:00+00:00,65.0,66.1,1145.0,34.7,27.0,58.0,166
Delhi,2025-11-28 19:00:00+00:00,63.6,64.5,1076.0,29.5,24.4,59.0,164
Delhi,2025-11-28 20:00:00+00:00,62.9,63.8,998.0,24.6,22.4,61.0,162
Delhi,2025-11-28 21:00:00+00:00,62.6,63.3,944.0,20.8,21.2,62.0,161
Delhi,2025-11-28 22:00:00+00:00,61.9,62.6,907.0,18.0,20.6,63.0,160
Delhi,2025-11-28 23:00:00+00:00,61.2,61.9,895.0,16.4,20.6,63.0,159
Delhi,2025-11-29 00:00:00+00:00,64.0,64.7,956.0,18.8,22.0,57.0,158
Delhi,2025-11-29 01:00:00+00:00,64.3,65.0,1180.0,24.4,24.0,51.0,157
Delhi,2025-11-29 02:00:00+00:00,67.8,68.2,1479.0,31.8,26.9,44.0,156
Delhi,2025-11-29 03:00:00+00:00,71.9,72.2,1637.0,35.6,29.7,48.0,155
Delhi,2025-11-29 04:00:00+00:00,68.2,68.5,1532.0,32.3,32.5,74.0,154
Delhi,2025-11-29 05:00:00+00:00,63.3,64.0,1286.0,25.3,35.3,111.0,153
Delhi,2025-11-29 06:00:00+00:00,54.1,55.3,1051.0,19.1,36.2,139.0,153
Delhi,2025-11-29 07:00:00+00:00,43.1,44.7,849.0,14.0,33.9,150.0,153
Delhi,2025-11-29 08:00:00+00:00,39.6,41.6,658.0,9.8,29.8,151.0,152
Delhi,2025-11-29 09:00:00+00:00,37.6,39.5,557.0,10.0,26.7,145.0,152
Delhi,2025-11-29 10:00:00+00:00,36.4,38.1,605.0,17.9,25.8,128.0,152
Delhi,2025-11-29 11:00:00+00:00,37.0,38.5,744.0,30.3,26.0,102.0,152
Delhi,2025-11-29 12:00:00+00:00,47.0,48.2,874.0,47.5,30.5,74.0,152
Delhi,2025-11-29 13:00:00+00:00,52.6,53.7,972.0,49.4,30.8,65.0,152
Delhi,2025-11-29 14:00:00+00:00,55.2,56.1,1061.0,51.8,31.1,53.0,151
Delhi,2025-11-29 15:00:00+00:00,54.8,55.6,1114.0,51.7,30.8,45.0,151
Delhi,2025-11-29 16:00:00+00:00,53.0,53.7,1118.0,47.1,29.3,45.0,151
Delhi,2025-11-29 17:00:00+00:00,52.9,53.4,1086.0,40.0,27.2,49.0,150
Delhi,2025-11-29 18:00:00+00:00,53.1,53.6,1031.0,33.3,25.2,54.0,150
Delhi,2025-11-29 19:00:00+00:00,53.1,53.4,940.0,27.7,23.6,58.0,150
Delhi,2025-11-29 20:00:00+00:00,53.6,53.8,827.0,22.5,22.1,63.0,148
Delhi,2025-11-29 21:00:00+00:00,54.1,54.5,743.0,18.7,21.2,66.0,148
Delhi,2025-11-29 22:00:00+00:00,55.2,55.5,687.0,16.4,20.9,67.0,147
Delhi,2025-11-29 23:00:00+00:00,56.6,56.9,661.0,15.6,21.2,66.0,146
Delhi,2025-11-30 00:00:00+00:00,58.6,59.0,721.0,16.1,22.7,68.0,145
Delhi,2025-11-30 01:00:00+00:00,63.1,63.6,962.0,23.1,25.6,60.0,145
Delhi,2025-11-30 02:00:00+00:00,70.5,71.0,1289.0,32.5,29.5,51.0,145
Delhi,2025-11-30 03:00:00+00:00,76.6,77.1,1470.0,37.3,33.0,53.0,145
Delhi,2025-11-30 04:00:00+00:00,74.3,75.0,1372.0,33.4,35.7,79.0,146
Delhi,2025-11-30 05:00:00+00:00,68.7,69.4,1129.0,25.0,37.9,117.0,146
Delhi,2025-11-30 06:00:00+00:00,54.9,56.2,908.0,17.8,38.4,146.0,147
Delhi,2025-11-30 07:00:00+00:00,39.2,40.5,749.0,12.8,36.1,160.0,147
Delhi,2025-11-30 08:00:00+00:00,36.1,37.0,612.0,9.1,32.2,166.0,146
Delhi,2025-11-30 09:00:00+00:00,34.8,35.6,550.0,9.3,29.3,164.0,146
Delhi,2025-11-30 10:00:00+00:00,33.9,34.6,609.0,16.0,28.3,150.0,146
Delhi,2025-11-30 11:00:00+00:00,36.0,36.4,742.0,26.6,28.2,129.0,146
Delhi,2025-11-30 12:00:00+00:00,45.6,46.1,860.0,37.7,29.9,103.0,145
Delhi,2025-11-30 13:00:00+00:00,57.2,57.6,940.0,42.9,32.0,91.0,145
Delhi,2025-11-30 14:00:00+00:00,63.3,63.8,1005.0,50.0,34.8,75.0,146
Delhi,2025-11-30 15:00:00+00:00,69.4,69.6,1035.0,54.4,36.7,62.0,147
Delhi,2025-11-30 16:00:00+00:00,75.0,75.4,1015.0,54.1,36.9,57.0,148
Delhi,2025-11-30 17:00:00+00:00,79.9,80.1,961.0,51.1,36.1,55.0,150
Delhi,2025-11-30 18:00:00+00:00,80.6,81.0,898.0,46.7,34.7,55.0,151
Delhi,2025-11-30 19:00:00+00:00,77.8,78.0,816.0,39.8,32.3,58.0,151
Delhi,2025-11-30 20:00:00+00:00,76.1,76.4,725.0,31.5,29.2,63.0,152
Delhi,2025-11-30 21:00:00+00:00,76.6,76.8,685.0,26.0,27.5,65.0,152
Delhi,2025-11-30 22:00:00+00:00,78.7,79.2,664.0,24.8,27.7,62.0,153
Delhi,2025-11-30 23:00:00+00:00,82.0,82.2,692.0,26.4,29.1,56.0,153
Delhi,2025-12-01 00:00:00+00:00,91.3,91.5,925.0,29.6,32.8,52.0,154
Delhi,2025-12-01 01:00:00+00:00,102.2,102.7,1623.0,40.3,39.4,40.0,155
Delhi,2025-12-01 02:00:00+00:00,126.2,126.7,2525.0,54.6,48.5,26.0,155
Delhi,2025-12-01 03:00:00+00:00,141.6,141.6,2998.0,61.1,55.1,30.0,157
Delhi,2025-12-01 04:00:00+00:00,117.1,117.6,2644.0,52.6,57.3,71.0,158
Delhi,2025-12-01 05:00:00+00:00,91.3,91.7,1861.0,36.4,57.0,131.0,159
Delhi,2025-12-01 06:00:00+00:00,71.9,72.6,1211.0,23.3,55.6,177.0,160
Delhi,2025-12-01 07:00:00+00:00,59.0,59.5,878.0,15.2,52.4,197.0,160
Delhi,2025-12-01 08:00:00+00:00,49.0,49.5,678.0,10.2,48.1,202.0,160
Delhi,2025-12-01 09:00:00+00:00,43.5,43.9,615.0,13.1,45.4,194.0,161
Delhi,2025-12-01 10:00:00+00:00,42.0,42.5,737.0,28.8,45.0,168.0,161
Delhi,2025-12-01 11:00:00+00:00,48.5,48.9,996.0,52.4,46.4,129.0,161
Delhi,2025-12-01 12:00:00+00:00,84.5,85.2,1255.0,73.8,52.2,87.0,161
Delhi,2025-12-01 13:00:00+00:00,112.0,112.7,1472.0,84.9,60.5,68.0,162
Delhi,2025-12-01 14:00:00+00:00,135.0,136.0,1690.0,100.0,71.9,41.0,163
Delhi,2025-12-01 15:00:00+00:00,152.3,153.2,1893.0,109.9,79.5,20.0,165
Delhi,2025-12-01 16:00:00+00:00,163.4,164.4,2110.0,109.9,80.4,11.0,167
Delhi,2025-12-01 17:00:00+00:00,170.0,170.9,2312.0,104.7,77.5,9.0,169
Delhi,2025-12-01 18:00:00+00:00,172.8,173.7,2405.0,98.9,72.8,8.0,171
Delhi,2025-12-01 19:00:00+00:00,170.0,170.4,2314.0,93.9,66.0,8.0,173
Delhi,2025-12-01 20:00:00+00:00,165.3,166.2,2113.0,88.3,57.3,9.0,175
Delhi,2025-12-01 21:00:00+00:00,154.6,155.5,1928.0,82.1,49.6,11.0,177
Delhi,2025-12-01 22:00:00+00:00,141.1,142.0,1762.0,74.0,42.9,15.0,178
Delhi,2025-12-01 23:00:00+00:00,129.0,129.9,1611.0,65.3,37.2,20.0,180
Delhi,2025-12-02 00:00:00+00:00,110.6,111.5,1595.0,35.7,29.9,44.0,181
Delhi,2025-12-02 01:00:00+00:00,118.5,119.2,1882.0,45.9,35.1,34.0,181
Delhi,2025-12-02 02:00:00+00:00,138.8,139.7,2303.0,59.5,42.5,23.0,182
Delhi,2025-12-02 03:00:00+00:00,158.3,158.8,2468.0,66.3,49.4,28.0,182
Delhi,2025-12-02 04:00:00+00:00,137.4,137.8,2118.0,60.1,55.1,64.0,182
Delhi,2025-12-02 05:00:00+00:00,101.5,102.4,1513.0,47.1,60.3,117.0,183
Delhi,2025-12-02 06:00:00+00:00,77.1,77.8,1036.0,36.0,64.5,159.0,183
Delhi,2025-12-02 07:00:00+00:00,61.2,61.9,838.0,28.1,67.9,184.0,183
Delhi,2025-12-02 08:00:00+00:00,59.6,60.3,768.0,22.1,70.2,199.0,183
Delhi,2025-12-02 09:00:00+00:00,61.7,62.4,763.0,22.6,70.4,198.0,183
Delhi,2025-12-02 10:00:00+00:00,60.5,61.0,828.0,35.4,67.4,173.0,184
Delhi,2025-12-02 11:00:00+00:00,65.0,65.7,957.0,54.7,62.4,132.0,184
Delhi,2025-12-02 12:00:00+00:00,115.9,116.6,1065.0,80.7,68.8,83.0,184
Delhi,2025-12-02 13:00:00+00:00,118.0,118.7,1122.0,76.7,63.3,72.0,185
Delhi,2025-12-02 14:00:00+00:00,115.5,116.2,1158.0,70.9,55.4,57.0,185
Delhi,2025-12-02 15:00:00+00:00,111.3,111.8,1181.0,64.3,47.9,46.0,185
Delhi,2025-12-02 16:00:00+00:00,105.9,106.4,1203.0,56.6,41.3,44.0,184
Delhi,2025-12-02 17:00:00+00:00,101.5,102.2,1211.0,48.1,35.0,47.0,183
Delhi,2025-12-02 18:00:00+00:00,98.3,99.0,1181.0,40.3,29.7,50.0,181
Delhi,2025-12-02 19:00:00+00:00,95.7,96.6,1073.0,33.6,25.7,52.0,179
Delhi,2025-12-02 20:00:00+00:00,95.7,96.4,926.0,27.6,22.7,55.0,178
Delhi,2025-12-02 21:00:00+00:00,96.6,97.3,831.0,23.2,20.7,57.0,176
Delhi,2025-12-02 22:00:00+00:00,97.3,98.3,803.0,20.3,19.7,59.0,175
Delhi,2025-12-02 23:00:00+00:00,97.8,98.7,827.0,18.9,19.7,60.0,174
Delhi,2025-12-03 00:00:00+00:00,93.4,94.1,953.0,16.1,20.9,74.0,173
Delhi,2025-12-03 01:00:00+00:00,98.5,99.0,1311.0,23.8,24.3,65.0,173
Delhi,2025-12-03 02:00:00+00:00,108.7,109.2,1770.0,34.1,29.0,55.0,173
Delhi,2025-12-03 03:00:00+00:00,113.9,114.1,1991.0,39.4,33.5,60.0,172
Delhi,2025-12-03 04:00:00+00:00,112.9,113.4,1749.0,34.8,37.4,94.0,171
Delhi,2025-12-03 05:00:00+00:00,109.0,109.4,1269.0,25.0,41.1,143.0,170
Delhi,2025-12-03 06:00:00+00:00,99.2,99.7,882.0,17.1,43.5,180.0,171
Delhi,2025-12-03 07:00:00+00:00,78.5,78.9,704.0,12.1,44.0,196.0,171
Delhi,2025-12-03 08:00:00+00:00,68.9,69.4,619.0,8.8,43.2,201.0,171
Delhi,2025-12-03 09:00:00+00:00,64.0,64.7,609.0,10.7,42.3,194.0,172
Delhi,2025-12-03 10:00:00+00:00,61.5,61.9,702.0,21.9,41.4,171.0,172
